year,total_forcing_wm2,n2o_forcing_wm2,ch4_forcing_wm2,co2_forcing_wm2,n2o_concentration_ppb,ch4_concentration_ppb,co2_concentration_ppm,n2o_emissions_tg,ch4_emissions_tg,c_emissions_pg
2026,3.031670000000005,.2141580000000003,.5960180000000008,2.458207999999985,337.7818359999999,2048.676500000001,435.6129979999996,16.16915,474.8961899999995,13.71000000000004
2027,3.092835000000008,.2174160000000001,.6033410000000003,2.500185999999985,338.8264070000002,2069.510750000001,438.9184610000002,16.36143000000004,480.9074699999983,13.92100000000005
2028,3.154000000000011,.2206740000000007,.6106640000000016,2.542163999999985,339.8709780000002,2090.345000000001,442.2239239999999,16.55371000000002,486.9187499999989,14.13200000000006
2029,3.215164999999999,.2239320000000005,.6179870000000012,2.584141999999986,340.9155490000001,2111.179250000001,445.5293869999996,16.74599000000001,492.9300299999995,14.34300000000002
2030,3.27633,.22719,.62531,2.62612,341.96012,2132.0135,448.83485,16.93827,498.94131,14.554
2031,3.347971000000001,.2308870000000001,.6342649999999992,2.673463000000012,343.1675850000006,2158.736600000004,452.89491,17.13457299999999,507.6517260000001,14.84175999999991
2032,3.419612000000001,.2345839999999999,.6432199999999995,2.72080600000001,344.3750500000006,2185.459699999999,456.9549699999998,17.33087599999999,516.3621420000018,15.12951999999996
2033,3.491253,.2382809999999997,.6521749999999997,2.768149000000008,345.5825150000005,2212.182800000002,461.0150299999996,17.52717899999999,525.0725579999998,15.41727999999989
2034,3.562894,.2419779999999996,.66113,2.815492000000006,346.7899800000005,2238.905900000005,465.0750899999994,17.72348199999999,533.7829740000016,15.70503999999994
2035,3.634535,.2456750000000003,.6700850000000003,2.862835000000004,347.9974450000004,2265.629000000001,469.135150000001,17.91978499999999,542.4933899999996,15.99279999999999
2036,3.706175999999999,.2493720000000001,.6790400000000005,2.910178000000002,349.2049100000004,2292.352100000004,473.1952100000008,18.11608799999999,551.2038060000014,16.28055999999992
2037,3.777816999999999,.253069,.6879950000000008,2.957521,350.4123750000003,2319.075199999999,477.2552700000006,18.31239099999999,559.9142219999994,16.56831999999997
2038,3.849457999999998,.2567659999999998,.6969500000000011,3.004864000000012,351.6198400000003,2345.798300000002,481.3153300000004,18.50869399999999,568.6246380000011,16.85607999999991
2039,3.921098999999998,.2604629999999997,.7059050000000013,3.05220700000001,352.8273050000003,2372.521400000005,485.3753900000002,18.70499699999999,577.3350539999992,17.14383999999995
2040,3.99274,.26416,.7148600000000001,3.09955,354.03477,2399.2445,489.43545,18.9013,586.04547,17.4316
2041,4.069625000000002,.2681070000000005,.7254680000000029,3.153594999999996,355.3532580000001,2433.318520000001,494.5461840000007,19.02195399999999,595.1198930000028,17.76650000000006
2042,4.146510000000006,.2720539999999989,.7360760000000006,3.207639999999998,356.671746,2467.392540000001,499.6569180000024,19.142608,604.194316000001,18.10140000000001
2043,4.223395000000011,.2760009999999991,.7466840000000019,3.261685,357.9902340000003,2501.466560000001,504.7676520000023,19.263262,613.2687390000028,18.43630000000007
2044,4.300280000000015,.2799479999999992,.7572919999999996,3.315730000000002,359.3087220000002,2535.540580000001,509.8783860000021,19.383916,622.343162000001,18.77120000000002
2045,4.377164999999991,.2838949999999993,.7679000000000009,3.36977499999999,360.6272100000001,2569.614600000001,514.989120000002,19.50457,631.4175850000029,19.10610000000008
2046,4.454049999999995,.2878419999999995,.7785080000000022,3.423819999999992,361.9456980000004,2603.688620000001,520.0998540000019,19.625224,640.4920080000011,19.44100000000003
2047,4.530934999999999,.2917889999999996,.7891159999999999,3.477864999999994,363.2641860000003,2637.762640000001,525.2105880000017,19.745878,649.5664310000029,19.77590000000009
2048,4.607820000000004,.2957359999999998,.7997240000000012,3.531909999999996,364.5826740000002,2671.836660000001,530.3213220000016,19.86653200000001,658.6408540000011,20.11080000000004
2049,4.684705000000008,.2996829999999999,.8103320000000025,3.585954999999998,365.9011620000001,2705.910680000001,535.4320560000015,19.98718600000001,667.7152769999993,20.44569999999999
2050,4.76159,.30363,.82094,3.64,367.21965,2739.9847,540.54279,20.10784,676.7897,20.7806
2051,4.839350000000024,.3075899999999994,.8305860000000003,3.699670999999995,368.569297,2773.599679999999,546.840556000001,20.206165,683.6256479999993,21.11226000000011
2052,4.917110000000008,.3115500000000004,.8402320000000003,3.759342000000004,369.918944,2807.214659999998,553.1383220000007,20.30449000000002,690.4615959999992,21.44392000000005
2053,4.99487000000002,.3155099999999997,.8498780000000004,3.819012999999998,371.268591,2840.829640000011,559.4360880000004,20.402815,697.2975439999991,21.7755800000001
2054,5.072630000000004,.319469999999999,.8595240000000004,3.878683999999993,372.618238,2874.444620000009,565.7338540000001,20.50113999999999,704.133491999999,22.10724000000005
2055,5.150390000000016,.3234300000000001,.8691700000000004,3.938355000000001,373.967885,2908.059600000008,572.0316199999997,20.59946500000001,710.9694399999989,22.4389000000001
2056,5.228150000000028,.3273899999999994,.8788160000000005,3.998025999999996,375.317532,2941.674580000006,578.3293859999994,20.69779,717.8053879999989,22.77056000000005
2057,5.305910000000011,.3313500000000005,.8884620000000005,4.057697000000005,376.667179,2975.289560000005,584.6271520000009,20.79611500000001,724.6413359999988,23.1022200000001
2058,5.383670000000023,.3353099999999998,.8981080000000006,4.117367999999999,378.016826,3008.904540000003,590.9249180000006,20.89444,731.4772839999987,23.43388000000004
2059,5.461430000000007,.3392699999999991,.9077540000000006,4.177038999999994,379.366473,3042.519520000002,597.2226840000003,20.99276500000002,738.3132319999986,23.7655400000001
2060,5.53919,.34323,.9174,4.23671,380.71612,3076.1345,603.52045,21.09109,745.14918,24.0972
2061,5.61520299999998,.3471210000000013,.9240180000000002,4.298653999999999,382.0672280000003,3100.755119999994,610.8761669999985,21.17258400000003,748.6422020000009,24.32490000000001
2062,5.691215999999969,.3510120000000008,.9306359999999998,4.360597999999996,383.4183360000002,3125.375739999996,618.2318839999989,21.25407800000002,752.1352240000006,24.55259999999998
2063,5.767228999999986,.3549030000000002,.9372540000000011,4.422541999999993,384.769444,3149.996359999997,625.5876009999993,21.33557200000001,755.6282460000011,24.78030000000001
2064,5.843241999999975,.3587940000000014,.9438720000000007,4.484486000000004,386.1205520000003,3174.616979999999,632.9433179999996,21.41706600000001,759.1212680000008,25.00799999999998
2065,5.919254999999993,.3626850000000008,.9504900000000003,4.546430000000001,387.4716600000002,3199.237599999993,640.299035,21.49856000000003,762.6142900000004,25.23570000000001
2066,5.995267999999982,.3665760000000002,.9571079999999998,4.608373999999998,388.822768,3223.858219999995,647.6547519999986,21.58005400000002,766.107312000001,25.46339999999998
2067,6.071280999999971,.3704670000000014,.9637260000000012,4.670318000000009,390.1738760000003,3248.478839999996,655.0104689999989,21.66154800000001,769.6003340000007,25.69110000000001
2068,6.147293999999988,.3743580000000009,.9703440000000008,4.732261999999992,391.5249840000001,3273.099459999998,662.3661859999993,21.743042,773.0933560000012,25.91879999999998
2069,6.223306999999977,.3782490000000003,.9769620000000003,4.794206000000003,392.876092,3297.720079999999,669.7219029999997,21.82453600000002,776.5863780000009,26.1465
2070,6.29932,.38214,.98358,4.85615,394.2272,3322.3407,677.07762,21.90603,780.0794,26.3742
2071,6.371358999999984,.3859559999999993,.9879719999999992,4.916902999999991,395.5746730000001,3339.090499999998,685.1880880000026,22.00320700000003,784.2060219999994,26.50829000000002
2072,6.443398000000002,.3897719999999998,.9923640000000002,4.977655999999996,396.9221459999999,3355.840299999996,693.2985560000016,22.10038400000002,788.3326439999992,26.64238000000003
2073,6.515436999999991,.3935879999999994,.9967559999999995,5.038408999999987,398.2696190000001,3372.590099999994,701.4090240000005,22.19756100000004,792.4592659999989,26.77647000000005
2074,6.587476000000009,.3974039999999999,1.001148000000001,5.099161999999993,399.617092,3389.339899999999,709.5194920000031,22.29473800000002,796.5858879999987,26.91056
2075,6.659514999999999,.4012199999999995,1.00554,5.159914999999998,400.9645649999998,3406.089699999997,717.629960000002,22.39191500000001,800.7125100000003,27.04465000000002
2076,6.731553999999988,.405036,1.009931999999999,5.220667999999989,402.312038,3422.839499999995,725.740428000001,22.48909200000003,804.8391320000001,27.17874000000003
2077,6.803593000000006,.4088519999999995,1.014324,5.281420999999995,403.6595109999998,3439.5893,733.8508959999999,22.58626900000002,808.9657539999998,27.31283000000005
2078,6.875631999999996,.412668,1.018716,5.342174,405.0069840000001,3456.339099999997,741.9613640000025,22.68344600000003,813.0923759999996,27.44692000000001
2079,6.947670999999985,.4164839999999996,1.023108000000001,5.402926999999991,406.3544569999999,3473.088899999995,750.0718320000015,22.78062300000002,817.2189979999994,27.58101000000002
2080,7.01971,.4203,1.0275,5.46368,407.70193,3489.8387,758.1823000000001,22.8778,821.3456200000001,27.7151
2081,7.091902000000005,.424105,1.031362,5.521705999999995,409.0674709999998,3504.714019999999,766.8445409999986,22.99315900000002,826.2818500000012,27.79666000000003
2082,7.164094000000006,.4279099999999998,1.035223999999999,5.579731999999993,410.433012,3519.589340000002,775.5067820000004,23.108518,831.2180800000006,27.87822000000003
2083,7.236286000000007,.4317149999999996,1.039086000000001,5.637758000000005,411.7985530000001,3534.464660000001,784.1690230000022,23.22387700000002,836.1543099999999,27.95978000000002
2084,7.308478000000008,.4355200000000004,1.042948000000001,5.695784000000003,413.1640940000002,3549.339980000001,792.8312640000004,23.339236,841.0905400000011,28.04134000000002
2085,7.380670000000009,.4393250000000002,1.046810000000001,5.753810000000001,414.5296349999999,3564.2153,801.4935049999985,23.45459500000001,846.0267700000004,28.12290000000002
2086,7.452861999999982,.44313,1.050672,5.811836,415.895176,3579.090620000003,810.1557460000004,23.569954,850.9630000000016,28.20446000000001
2087,7.525053999999983,.4469349999999999,1.054534,5.869861999999998,417.2607170000001,3593.965940000002,818.8179870000022,23.68531300000001,855.8992300000009,28.28602000000001
2088,7.597245999999984,.4507399999999997,1.058396,5.927887999999996,418.6262579999998,3608.841260000001,827.4802280000004,23.80067199999999,860.8354600000002,28.36758000000003
2089,7.669437999999985,.4545449999999995,1.062258,5.985913999999994,419.9917989999999,3623.71658,836.1424689999985,23.916031,865.7716900000014,28.44914000000003
2090,7.74163,.45835,1.06612,6.04394,421.35734,3638.5919,844.80471,24.03139,870.7079199999999,28.5307
2091,7.806289000000007,.4621130000000004,1.068878,6.098787000000016,422.7322209999998,3649.801170000002,853.9116759999997,24.10727399999999,872.3935230000002,28.55934
2092,7.870948000000013,.4658760000000006,1.071636,6.153634000000011,424.1071019999999,3661.010440000002,863.0186420000027,24.18315799999999,874.0791260000001,28.58798
2093,7.935607000000019,.4696390000000008,1.074394,6.208481000000006,425.4819829999997,3672.219710000001,872.1256080000021,24.25904199999999,875.764729,28.61662
2094,8.000265999999996,.473402000000001,1.077152,6.263328000000016,426.8568639999999,3683.428980000001,881.2325740000015,24.334926,877.4503319999999,28.64526
2095,8.064925000000002,.4771650000000003,1.07991,6.318175000000011,428.231745,3694.63825,890.3395400000009,24.41081,879.1359350000002,28.6739
2096,8.129584000000008,.4809280000000005,1.082668,6.373022000000006,429.6066259999998,3705.847519999999,899.4465060000002,24.486694,880.8215380000001,28.70254
2097,8.194243000000014,.4846910000000006,1.085426,6.427869000000015,430.981507,3717.056790000002,908.5534719999996,24.562578,882.507141,28.73118
2098,8.25890200000002,.4884540000000008,1.088184,6.482716000000011,432.3563879999997,3728.266060000002,917.6604380000026,24.638462,884.1927439999999,28.75982
2099,8.323560999999998,.4922170000000001,1.090941999999999,6.537563000000006,433.7312689999999,3739.475330000001,926.767404000002,24.71434600000001,885.8783469999998,28.78846
2100,8.38822,.49598,1.0937,6.59241,435.10615,3750.6846,935.87437,24.79023,887.56395,28.8171
