year,total_forcing_wm2,n2o_forcing_wm2,ch4_forcing_wm2,co2_forcing_wm2,n2o_concentration_ppb,ch4_concentration_ppb,co2_concentration_ppm,n2o_emissions_tg,ch4_emissions_tg,c_emissions_pg
2022,2.554742000000005,.1944060000000007,.498622,2.168104,331.593124,1787.81776,413.2634659999999,12.73998,313.1453959999999,9.37294
2023,2.592093000000006,.1965840000000005,.499043,2.193806000000002,332.2888109999999,1788.83099,415.2150689999999,12.87957,314.6471689999998,9.381059999999998
2024,2.629444000000007,.1987620000000003,.499464,2.219508000000005,332.9844979999998,1789.84422,417.1666719999998,13.01916,316.1489420000003,9.38918
2025,2.666795000000008,.200940000000001,.499885,2.24521,333.6801849999999,1790.85745,419.1182749999998,13.15875,317.6507150000002,9.397299999999998
2026,2.704146000000009,.2031180000000008,.500306,2.270912000000003,334.3758719999998,1791.87068,421.0698779999998,13.29834,319.1524880000002,9.405419999999999
2027,2.74149700000001,.2052960000000006,.500727,2.296613999999998,335.071559,1792.88391,423.0214809999998,13.43792999999999,320.6542610000001,9.413539999999998
2028,2.778847999999996,.2074740000000004,.501148,2.322316000000001,335.7672459999999,1793.89714,424.9730839999997,13.57751999999999,322.1560340000001,9.421659999999999
2029,2.816198999999997,.2096520000000011,.501569,2.348018000000003,336.4629329999998,1794.91037,426.9246869999997,13.71710999999999,323.657807,9.429780000000001
2030,2.85355,.21183,.50199,2.37372,337.15862,1795.9236,428.87629,13.8567,325.15958,9.437900000000001
2031,2.882753999999998,.2143619999999995,.5036790000000004,2.401147999999999,337.9766649999999,1800.396359999999,431.0584720000006,13.99976299999997,326.9926059999998,9.578140000000019
2032,2.911957999999998,.2168939999999999,.5053680000000003,2.428576,338.7947099999999,1804.869119999999,433.2406540000002,14.14282599999996,328.825632,9.718380000000025
2033,2.941161999999999,.2194259999999995,.5070570000000001,2.456004,339.6127549999999,1809.34188,435.4228360000006,14.285889,330.6586579999998,9.85862000000003
2034,2.970365999999999,.2219579999999999,.5087460000000004,2.483432000000001,340.4307999999999,1813.814639999999,437.6050180000002,14.42895199999998,332.4916840000001,9.998859999999979
2035,2.999569999999999,.2244899999999994,.5104350000000002,2.510860000000001,341.2488449999998,1818.287399999999,439.7872000000007,14.57201499999996,334.3247099999999,10.13909999999998
2036,3.028773999999999,.2270219999999998,.5121240000000005,2.538288000000001,342.0668899999998,1822.76016,441.9693820000002,14.71507800000001,336.1577359999997,10.27933999999999
2037,3.057977999999999,.2295539999999994,.5138130000000003,2.565716000000002,342.8849349999998,1827.232919999999,444.1515640000007,14.85814099999999,337.9907619999999,10.41958
2038,3.087181999999999,.2320859999999998,.5155020000000001,2.593144000000002,343.7029799999998,1831.705679999999,446.3337460000002,15.00120399999997,339.8237879999997,10.55982
2039,3.116385999999999,.2346179999999993,.5171910000000004,2.620572000000003,344.5210249999998,1836.17844,448.5159280000007,15.14426699999996,341.6568139999999,10.70006000000001
2040,3.14559,.23715,.51888,2.648,345.33907,1840.6512,450.69811,15.28733,343.48984,10.8403
2041,3.183148000000003,.2399709999999997,.5208460000000006,2.679808999999999,346.2643909999999,1846.071110000001,453.3953419999998,15.41442699999999,344.6450189999998,11.01427000000001
2042,3.220706000000007,.2427919999999997,.5228120000000001,2.711617999999994,347.1897119999999,1851.491020000001,456.0925740000002,15.54152399999998,345.8001979999997,11.18824000000001
2043,3.258263999999997,.2456129999999996,.5247780000000004,2.74342699999999,348.115033,1856.91093,458.7898059999998,15.66862099999997,346.955377,11.36221
2044,3.295822000000001,.2484339999999996,.5267440000000008,2.775236,349.040354,1862.330840000001,461.4870380000002,15.79571799999997,348.1105559999999,11.53618
2045,3.333380000000005,.2512549999999996,.5287100000000002,2.807044999999995,349.9656749999999,1867.750750000001,464.1842699999997,15.92281500000001,349.2657349999997,11.71015
2046,3.37093800000001,.2540759999999995,.5306760000000006,2.838853999999991,350.8909959999999,1873.170660000002,466.8815020000002,16.04991200000001,350.4209139999996,11.88412
2047,3.408496,.2568969999999995,.5326420000000001,2.870663,351.816317,1878.59057,469.5787339999997,16.177009,351.5760929999999,12.05808999999999
2048,3.446054000000004,.2597179999999994,.5346080000000004,2.902471999999996,352.741638,1884.010480000001,472.2759660000002,16.30410599999999,352.7312719999998,12.23205999999999
2049,3.483612000000008,.2625389999999994,.5365740000000008,2.934280999999991,353.6669589999999,1889.430390000001,474.9731980000006,16.43120299999998,353.8864509999996,12.40602999999999
2050,3.52117,.26536,.53854,2.96609,354.59228,1894.8503,477.67043,16.5583,355.04163,12.58
2051,3.559590999999998,.2684009999999999,.5401190000000002,3.002360999999993,355.6044400000003,1899.30436,480.9668299999994,16.68778600000005,355.9302749999999,12.77859999999998
2052,3.598011999999997,.2714420000000004,.5416980000000002,3.038631999999993,356.6166000000001,1903.75842,484.2632299999996,16.81727200000003,356.8189199999999,12.97719999999998
2053,3.636432999999997,.274483,.5432770000000002,3.074902999999992,357.6287600000003,1908.21248,487.5596299999997,16.94675800000002,357.7075649999999,13.17579999999998
2054,3.674853999999996,.2775240000000005,.5448560000000002,3.111173999999991,358.6409200000001,1912.66654,490.8560299999999,17.07624400000006,358.5962099999999,13.37439999999998
2055,3.713274999999996,.2805650000000002,.5464350000000002,3.147444999999991,359.6530800000003,1917.1206,494.1524300000001,17.20573000000005,359.4848549999999,13.57299999999998
2056,3.751695999999995,.2836059999999998,.5480140000000002,3.18371599999999,360.66524,1921.57466,497.4488299999994,17.33521600000003,360.3734999999999,13.77159999999998
2057,3.790116999999995,.2866470000000003,.5495930000000002,3.219986999999989,361.6774000000003,1926.02872,500.7452299999995,17.46470200000002,361.2621449999999,13.97019999999998
2058,3.828537999999995,.2896879999999999,.5511720000000002,3.256258000000003,362.68956,1930.48278,504.0416299999997,17.594188,362.1507899999999,14.16879999999998
2059,3.866958999999994,.2927290000000005,.5527510000000002,3.292529000000002,363.7017200000003,1934.93684,507.3380299999999,17.72367400000005,363.0394349999999,14.36739999999998
2060,3.90538,.29577,.55433,3.3288,364.71388,1939.3909,510.63443,17.85316,363.92808,14.566
2061,3.959116999999992,.2989620000000004,.5550709999999999,3.368775000000014,365.7939720000002,1941.63439,514.5529759999999,17.958461,363.5284009999999,14.75706999999994
2062,4.01285399999999,.3021539999999998,.555812,3.408750000000012,366.8740639999999,1943.87788,518.4715219999998,18.063762,363.1287219999999,14.94813999999997
2063,4.066590999999988,.3053460000000001,.5565529999999999,3.44872500000001,367.954156,1946.121370000001,522.3900679999997,18.16906300000002,362.7290429999998,15.13920999999993
2064,4.120327999999986,.3085379999999995,.557294,3.488700000000009,369.0342480000002,1948.364860000001,526.3086139999996,18.27436400000002,362.3293639999998,15.33027999999996
2065,4.174064999999985,.3117299999999998,.5580349999999998,3.528675000000007,370.1143399999999,1950.60835,530.2271599999995,18.37966500000002,361.9296849999998,15.52134999999998
2066,4.227801999999983,.3149220000000001,.5587759999999999,3.568650000000005,371.194432,1952.85184,534.1457059999993,18.48496600000001,361.5300059999998,15.71241999999995
2067,4.281538999999981,.3181139999999996,.5595169999999998,3.608625000000004,372.2745240000002,1955.09533,538.0642519999992,18.59026700000001,361.1303269999999,15.90348999999998
2068,4.335275999999993,.3213059999999999,.5602579999999999,3.648600000000002,373.3546159999999,1957.33882,541.982798,18.69556800000001,360.7306479999999,16.09455999999994
2069,4.389012999999991,.3244980000000002,.560999,3.688575,374.434708,1959.582310000001,545.9013439999999,18.80086900000001,360.3309689999999,16.28562999999997
2070,4.44275,.32769,.56174,3.72855,375.5148,1961.8258,549.81989,18.90617,359.93129,16.4767
2071,4.491690000000006,.330868999999999,.560854,3.770336999999998,376.609821,1959.65979,554.2635840000003,18.95823200000001,357.9291400000002,16.58150000000001
2072,4.540630000000007,.3340479999999992,.559968,3.812123999999997,377.7048420000001,1957.49378,558.7072779999999,19.010294,355.9269900000008,16.68629999999999
2073,4.589570000000009,.3372269999999995,.5590820000000001,3.853910999999997,378.7998629999997,1955.327769999999,563.1509720000013,19.06235600000001,353.9248400000006,16.7911
2074,4.638510000000011,.3404059999999989,.5581960000000001,3.895697999999996,379.8948839999998,1953.161759999999,567.5946660000009,19.114418,351.9226900000003,16.89589999999998
2075,4.687450000000013,.3435849999999991,.55731,3.937484999999995,380.9899049999999,1950.995749999999,572.0383600000005,19.16648000000001,349.920540000001,17.00069999999999
2076,4.73639,.3467639999999994,.556424,3.979271999999995,382.084926,1948.829739999999,576.4820540000001,19.218542,347.9183900000007,17.10549999999998
2077,4.785330000000002,.3499429999999988,.5555380000000001,4.021058999999994,383.1799470000001,1946.663729999999,580.9257480000015,19.27060400000001,345.9162400000005,17.21029999999999
2078,4.834270000000004,.353121999999999,.5546519999999999,4.062845999999993,384.2749679999997,1944.497719999999,585.3694420000011,19.322666,343.9140900000002,17.3151
2079,4.883210000000005,.3563009999999993,.553766,4.104632999999993,385.3699889999998,1942.331709999999,589.8131360000007,19.374728,341.9119400000009,17.41989999999998
2080,4.93215,.35948,.55288,4.14642,386.46501,1940.1657,594.25683,19.42679,339.90979,17.5247
2081,4.964479000000004,.3624460000000003,.5481839999999991,4.182072000000005,387.5044529999996,1928.063340000001,598.3960230000012,19.42635,332.9186210000007,17.22779000000003
2082,4.996808000000009,.3654120000000001,.543488,4.217724000000018,388.5438959999997,1915.96098,602.5352160000002,19.42591,325.9274519999999,16.93088000000012
2083,5.029137000000013,.3683780000000008,.538791999999999,4.253376000000017,389.5833389999998,1903.858619999999,606.6744090000011,19.42547,318.9362830000009,16.63397000000009
2084,5.061466000000003,.3713440000000006,.5340959999999999,4.289028000000016,390.6227819999999,1891.756260000002,610.8136020000002,19.42503,311.9451140000001,16.33706000000006
2085,5.093795000000007,.3743100000000004,.529399999999999,4.324680000000015,391.6622249999996,1879.653900000001,614.9527950000011,19.42459,304.9539450000011,16.04015000000004
2086,5.126124000000011,.3772760000000002,.5247039999999998,4.360332000000014,392.7016679999997,1867.55154,619.0919880000001,19.42415,297.9627760000003,15.74324000000001
2087,5.158453000000002,.3802420000000009,.5200079999999989,4.395984000000013,393.7411109999998,1855.44918,623.231181000001,19.42371,290.9716069999995,15.4463300000001
2088,5.190782000000006,.3832080000000007,.5153119999999998,4.431636000000012,394.7805539999995,1843.346819999999,627.3703740000019,19.42327,283.9804380000005,15.14942000000008
2089,5.22311100000001,.3861740000000005,.5106159999999988,4.467288000000011,395.8199969999996,1831.244460000002,631.509567000001,19.42283,276.9892689999997,14.85251000000005
2090,5.25544,.38914,.50592,4.50294,396.85944,1819.1421,635.64876,19.42239,269.9981,14.5556
2091,5.278036999999998,.3917869999999999,.4995399999999997,4.530959000000003,397.8000249999998,1802.167509999999,639.0562010000003,19.408294,267.5945630000006,14.49351000000001
2092,5.300633999999995,.3944340000000004,.4931599999999996,4.558978000000003,398.7406099999998,1785.192920000001,642.4636420000006,19.394198,265.1910260000004,14.43142
2093,5.323231,.397081,.4867799999999995,4.586997000000004,399.6811949999999,1768.218329999996,645.871083,19.380102,262.7874890000003,14.36932999999999
2094,5.345827999999997,.3997280000000005,.4803999999999995,4.615016000000004,400.6217799999997,1751.243739999998,649.2785240000003,19.366006,260.3839520000001,14.30724000000001
2095,5.368424999999995,.4023750000000001,.4740199999999994,4.643035000000005,401.5623649999998,1734.26915,652.6859650000006,19.35191,257.980415,14.24515
2096,5.391022,.4050219999999998,.4676399999999994,4.671054000000005,402.5029499999998,1717.294560000002,656.093406,19.337814,255.5768779999999,14.18306000000001
2097,5.413618999999997,.4076690000000003,.4612599999999993,4.699073000000006,403.4435349999999,1700.319969999997,659.5008470000002,19.323718,253.1733410000006,14.12097
2098,5.436216000000002,.4103159999999999,.4548799999999993,4.727092000000006,404.3841199999999,1683.345379999999,662.9082880000005,19.309622,250.7698040000005,14.05887999999999
2099,5.458812999999999,.4129630000000004,.4484999999999992,4.755111000000007,405.3247049999998,1666.370790000001,666.3157289999999,19.295526,248.3662670000003,13.99679
2100,5.48141,.41561,.44212,4.78313,406.26529,1649.3962,669.72317,19.28143,245.96273,13.9347
