year,total_forcing_wm2,n2o_forcing_wm2,ch4_forcing_wm2,co2_forcing_wm2,n2o_concentration_ppb,ch4_concentration_ppb,co2_concentration_ppm,n2o_emissions_tg,ch4_emissions_tg,c_emissions_pg
2034,3.16722,.2202599999999997,.5159840000000001,2.579194000000008,339.9263820000001,1834.66614,445.3655600000002,13.54345,332.684942,11.3164
2035,3.207860000000011,.2224149999999998,.51636,2.610660000000003,340.6284499999999,1835.8556,447.9454649999998,13.56182,332.896215,11.35310000000001
2036,3.248500000000007,.2245699999999999,.5167360000000001,2.642125999999998,341.330518,1837.04506,450.5253700000003,13.58019000000001,333.107488,11.38980000000001
2037,3.289140000000003,.2267250000000001,.517112,2.673592000000006,342.032586,1838.23452,453.1052749999999,13.59856,333.318761,11.4265
2038,3.32978,.2288799999999993,.5174880000000001,2.705058000000001,342.7346539999999,1839.42398,455.6851800000004,13.61693,333.530034,11.4632
2039,3.37042000000001,.2310349999999994,.5178640000000001,2.73652400000001,343.4367219999999,1840.61344,458.265085,13.6353,333.741307,11.49990000000001
2040,3.41106,.23319,.51824,2.76799,344.13879,1841.8029,460.84499,13.65367,333.95258,11.5366
2041,3.446511999999998,.2351480000000001,.517856,2.797460999999998,344.7856649999999,1840.93205,463.4140229999994,13.637893,333.6888299999999,11.51093
2042,3.481964000000005,.2371060000000003,.517472,2.826931999999999,345.43254,1840.0612,465.9830559999991,13.622116,333.42508,11.48526
2043,3.517415999999997,.2390640000000004,.517088,2.856403,346.0794149999999,1839.19035,468.5520889999998,13.606339,333.16133,11.45959
2044,3.552868000000004,.2410220000000005,.5167039999999999,2.885874000000001,346.7262899999998,1838.3195,471.1211219999996,13.590562,332.8975799999999,11.43392
2045,3.588319999999996,.2429799999999998,.51632,2.915344999999995,347.373165,1837.44865,473.6901549999993,13.574785,332.63383,11.40825
2046,3.623772000000002,.2449379999999999,.515936,2.944815999999996,348.0200399999999,1836.5778,476.2591879999991,13.559008,332.37008,11.38258
2047,3.659223999999995,.246896,.515552,2.974286999999997,348.666915,1835.70695,478.8282209999998,13.543231,332.10633,11.35691
2048,3.694676000000001,.2488540000000001,.515168,3.003757999999998,349.3137899999999,1834.8361,481.3972539999995,13.527454,331.84258,11.33124
2049,3.730128000000008,.2508120000000003,.5147839999999999,3.033228999999999,349.9606649999998,1833.96525,483.9662869999993,13.511677,331.57883,11.30557
2050,3.76558,.25277,.5144,3.0627,350.60754,1833.0944,486.53532,13.4959,331.31508,11.2799
2051,3.791168999999996,.2544850000000003,.5131180000000004,3.086888000000002,351.1790230000001,1829.836079999999,488.7689229999996,13.48303,329.9423839999995,11.11042999999995
2052,3.816758,.2562000000000002,.5118360000000002,3.111076000000004,351.7505060000001,1826.577759999999,491.0025259999993,13.47016,328.5696879999996,10.94095999999996
2053,3.842346999999997,.2579150000000001,.5105540000000004,3.135263999999999,352.321989,1823.319439999998,493.2361289999999,13.45729,327.1969919999997,10.77148999999997
2054,3.867936,.25963,.5092720000000002,3.159452000000002,352.8934720000002,1820.061119999998,495.4697319999996,13.44442,325.8242959999998,10.60201999999998
2055,3.893524999999997,.2613449999999999,.5079900000000004,3.183640000000004,353.4649550000001,1816.802799999999,497.7033349999992,13.43155,324.4515999999999,10.43254999999999
2056,3.919114,.2630600000000003,.5067080000000002,3.207827999999999,354.0364380000001,1813.544479999999,499.9369379999998,13.41868,323.0789039999995,10.26308
2057,3.944702999999997,.2647750000000002,.5054260000000004,3.232016000000002,354.607921,1810.286159999999,502.1705409999995,13.40581,321.7062079999996,10.09360999999996
2058,3.970292000000001,.2664900000000001,.5041440000000001,3.256204000000004,355.179404,1807.027839999999,504.4041440000001,13.39294,320.3335119999997,9.924139999999966
2059,3.995880999999997,.268205,.5028620000000004,3.280391999999999,355.7508870000001,1803.769519999999,506.6377469999998,13.38007,318.9608159999998,9.754669999999976
2060,4.02147,.26992,.50158,3.30458,356.32237,1800.5112,508.87135,13.3672,317.58812,9.5852
2061,4.038144000000003,.271404,.4994230000000002,3.320661999999999,356.821491,1794.93396,510.414432,13.344084,315.9038949999999,9.348869999999977
2062,4.054817999999997,.272888,.4972659999999998,3.336743999999996,357.3206119999999,1789.35672,511.9575140000002,13.32096799999999,314.21967,9.112539999999967
2063,4.071491999999999,.2743720000000001,.4951090000000002,3.352826,357.8197329999999,1783.779479999999,513.5005960000003,13.29785199999999,312.535445,8.876209999999958
2064,4.088166000000001,.2758560000000001,.4929519999999998,3.368907999999998,358.318854,1778.202240000001,515.043678,13.274736,310.85122,8.639880000000005
2065,4.104840000000003,.2773400000000001,.4907950000000003,3.384989999999995,358.817975,1772.625,516.5867600000001,13.25162,309.166995,8.403549999999996
2066,4.121513999999998,.2788239999999997,.4886379999999999,3.401071999999999,359.3170960000001,1767.047759999999,518.1298420000003,13.22850399999999,307.4827700000001,8.167219999999986
2067,4.138188,.2803079999999998,.4864810000000004,3.417153999999996,359.8162169999999,1761.470520000001,519.672924,13.20538799999999,305.7985450000001,7.930889999999977
2068,4.154862000000001,.2817919999999998,.484324,3.433236000000001,360.315338,1755.89328,521.2160060000001,13.182272,304.1143200000001,7.694559999999967
2069,4.171535999999996,.2832759999999999,.4821670000000005,3.449317999999998,360.8144590000001,1750.31604,522.7590880000002,13.159156,302.4300950000002,7.458229999999958
2070,4.18821,.28476,.48001,3.4654,361.31358,1744.7388,524.30217,13.13604,300.74587,7.2219
2071,4.19495,.2859980000000002,.4771879999999999,3.472367,361.733325,1737.44778,524.9857499999999,13.10264699999999,298.7500620000001,6.918709999999919
2072,4.201690000000001,.287236,.4743659999999998,3.479334,362.1530700000001,1730.156760000002,525.6693300000001,13.069254,296.7542539999995,6.615519999999947
2073,4.20843,.2884739999999999,.4715439999999997,3.486300999999999,362.5728150000001,1722.865740000001,526.35291,13.035861,294.7584459999998,6.312329999999974
2074,4.215170000000001,.2897120000000002,.4687219999999996,3.493268,362.99256,1715.574720000001,527.0364900000001,13.00246799999999,292.7626379999992,6.009140000000002
2075,4.221910000000001,.29095,.4658999999999995,3.500235,363.4123050000001,1708.2837,527.72007,12.96907499999999,290.7668299999996,5.705949999999916
2076,4.22865,.2921879999999999,.4630779999999994,3.507201999999999,363.8320500000001,1700.992680000001,528.4036500000001,12.935682,288.7710219999999,5.402759999999944
2077,4.235390000000001,.2934260000000002,.4602559999999993,3.514169000000001,364.251795,1693.701660000001,529.08723,12.902289,286.7752139999993,5.099569999999972
2078,4.24213,.294664,.4574340000000001,3.521136,364.6715400000001,1686.41064,529.7708100000001,12.86889599999999,284.7794059999997,4.796379999999999
2079,4.24887,.2959019999999999,.454612,3.528103,365.0912850000001,1679.119620000001,530.45439,12.835503,282.783598,4.493189999999913
2080,4.25561,.29714,.45179,3.53507,365.51103,1671.8286,531.13797,12.80211,280.78779,4.19
2081,4.256584999999999,.2981870000000002,.4495820000000004,3.538256000000001,365.866702,1666.00117,531.3982450000001,12.79936,280.0508709999999,4.19296
2082,4.25756,.299234,.4473739999999999,3.541442,366.2223740000001,1660.17374,531.6585200000001,12.79661,279.3139519999997,4.19592
2083,4.258535,.3002810000000002,.4451660000000004,3.544628,366.578046,1654.346310000001,531.918795,12.79386,278.5770329999998,4.198880000000001
2084,4.259510000000001,.301328,.442958,3.547814000000001,366.933718,1648.51888,532.17907,12.79111,277.8401139999999,4.201840000000001
2085,4.260485,.3023750000000003,.4407500000000004,3.551,367.28939,1642.69145,532.439345,12.78836,277.1031949999999,4.204800000000001
2086,4.26146,.3034220000000001,.438542,3.554186000000001,367.6450619999999,1636.864020000001,532.6996200000001,12.78561,276.3662759999997,4.20776
2087,4.262435,.3044690000000003,.4363340000000004,3.557372,368.000734,1631.03659,532.9598950000001,12.78286,275.6293569999998,4.21072
2088,4.26341,.3055160000000001,.434126,3.560558,368.356406,1625.20916,533.2201700000001,12.78011,274.8924379999999,4.21368
2089,4.264385000000001,.3065629999999999,.4319180000000005,3.563744000000001,368.712078,1619.381730000001,533.480445,12.77736,274.1555189999999,4.21664
2090,4.26536,.30761,.42971,3.56693,369.06775,1613.5543,533.74072,12.77461,273.4186,4.2196
2091,4.269728,.3085499999999999,.4282530000000002,3.572015999999999,369.388358,1609.83345,534.202478,12.771845,272.6818759999999,4.22257
2092,4.274095999999999,.3094899999999998,.426796,3.577101999999999,369.708966,1606.1126,534.6642360000001,12.76908,271.945152,4.22554
2093,4.278463999999999,.3104299999999998,.4253390000000001,3.582187999999999,370.029574,1602.39175,535.1259940000001,12.766315,271.2084279999999,4.22851
2094,4.282832,.3113699999999999,.4238820000000003,3.587274,370.350182,1598.6709,535.587752,12.76355,270.4717039999998,4.23148
2095,4.287199999999999,.3123099999999999,.4224250000000001,3.592359999999998,370.67079,1594.95005,536.0495100000001,12.760785,269.73498,4.23445
2096,4.291567999999999,.3132499999999998,.4209680000000002,3.597445999999999,370.9913979999999,1591.2292,536.5112680000001,12.75802,268.9982559999999,4.23742
2097,4.295936,.3141899999999997,.419511,3.602531999999999,371.3120059999999,1587.50835,536.973026,12.755255,268.261532,4.24039
2098,4.300304,.3151299999999999,.4180540000000001,3.607618,371.6326139999999,1583.7875,537.434784,12.75249,267.5248079999999,4.24336
2099,4.304671999999999,.3160699999999999,.4165970000000003,3.612704,371.953222,1580.06665,537.8965420000001,12.749725,266.7880839999998,4.24633
2100,4.30904,.31701,.41514,3.61779,372.27383,1576.3458,538.3583,12.74696,266.05136,4.2493
