,date,year,co2_pg,ch4_tg,n2o_tg,hist_forcing_wm2,co2_forcing_rcp,ch4_forcing_rcp,n2o_forcing_rcp,total_forcing_rcp,rcp_co2_ppm,rcp_ch4_ppb,rcp_n2o_ppb,co2_pg_atm,ch4_tg_atm,n2o_tg_atm,co2_step,ch4_step,n2o_step,ch4_co2_decay,co2_ppm,ch4_ppb,n2o_ppb,co2_forcing,ch4_forcing,n2o_forcing,total_forcing_ghg,rcp_nonghg_forcing,historic_nonghg_forcings,total_forcing,t_os,t_eq,t_s
0,0.0,1765.0,0.01101,0.0,0.0,,,,,-0.29361836737252855,277.01467,721.89411,272.95961,0.01101,0.0,0.0,0.0,0.0,0.0,0.0,264.86123574732505,614.9490379557997,276.5807524348075,-0.24002461984091386,-0.06595975018178107,0.012366002650166406,-0.29361836737252855,0.0,,-0.29361836737252855,-0.02268033880948153,-0.23489469389802284,-0.08422250178515851
1,1.0,1766.0,0.03060154632,1.9632618999999998,0.005191085,,,,,-0.29310416920426996,277.01467,721.89411,272.95961,0.04023281280880877,1.9632618999999998,0.005191085,0.0,0.0,0.0,0.0,264.86492465802826,615.6290261450488,276.581407725903,-0.23995010710683512,-0.06552229506297011,0.012368232965535225,-0.29310416920426996,0.0,,-0.29310416920426996,-0.0392369102165928,-0.23448333536341598,-0.09585837350917152
2,2.0,1767.0,0.050193096310000004,2.4364481,0.010116813,,,,,-0.29248175934616627,277.01467,721.89411,272.95961,0.08617025762457303,4.212880928524372,0.015262561302539897,0.0,0.0,0.0,0.0002802436072134413,264.8707235225308,616.408195938802,276.5826790880053,-0.2398329772697306,-0.06502134217755806,0.01237256010112242,-0.29248175934616627,0.0,,-0.29248175934616627,-0.051965753099597556,-0.23398540747693303,-0.10475145286902485
3,3.0,1768.0,0.06978464263,2.911105,0.015042803,,,,,-0.29176006764233003,277.01467,721.89411,272.95961,0.14762642940424348,6.723077301858929,0.030172067674910118,0.0,0.0,0.0,0.0006013629399981651,264.878481377031,617.2776183457481,276.58456117368945,-0.23967628228578342,-0.06446275119867799,0.012378965842131379,-0.29176006764233003,0.0,,-0.29176006764233003,-0.06215340549457957,-0.23340805411386403,-0.11181725359417206
4,4.0,1769.0,0.08937618894999999,3.3872782,0.019969063000000002,,,,,-0.29094593940631164,277.01467,721.89411,272.95961,0.22400409824476622,9.470570107070198,0.049877620849137064,0.0,0.0,0.0,0.0009596780921830956,264.88812283084707,618.2292298742918,276.5870486832421,-0.23948154831232424,-0.06385182322335793,0.012387432129370525,-0.29094593940631164,0.0,,-0.29094593940631164,-0.07055442085324054,-0.23275675152504932,-0.11759309674806509
5,5.0,1770.0,0.10896773894,3.8650146,0.024895601,,,,,-0.2900452909609465,277.01467,721.89411,272.95961,0.31487140327388785,12.43434080300994,0.07433761222100209,0.0,0.0,0.0,0.0013518658560903874,264.8995933684811,619.2557506196297,276.5901363642454,-0.2392498805160533,-0.06319335150292614,0.012397941058032942,-0.2900452909609465,0.0,,-0.2900452909609465,-0.07763857378675697,-0.2320362327687572,-0.12241389489153703
6,6.0,1771.0,0.13222928526,4.3443625,0.029822427000000002,,,,,-0.2890540184070598,277.01467,721.89411,272.95961,0.42354615209815527,15.595419327174692,0.1035108065778899,0.0,0.0,0.0,0.0017749259637528715,264.9133118098485,620.3506101805069,276.5938190114161,-0.2389728255005386,-0.062491667783865806,0.012410474877344573,-0.2890540184070598,0.0,,-0.2890540184070598,-0.08371420611792978,-0.23124321472564785,-0.12649761861416803
7,7.0,1772.0,0.15182083157999998,4.8253718,0.034749548,,,,,-0.2879873757642055,277.01467,721.89411,272.95961,0.5455889289589816,18.936690757188853,0.1373563358377473,0.0,0.0,0.0,0.00222615055497876,264.9287177500213,621.5078806951974,276.5980914658153,-0.23866170718470353,-0.061750684567568465,0.012425015988066451,-0.2879873757642055,0.0,,-0.2879873757642055,-0.08899238241281439,-0.2303899006113644,-0.12999766269039392
8,8.0,1773.0,0.17141238157,5.308093799999999,0.039676975,,,,,-0.28684906864322895,277.01467,721.89411,272.95961,0.6809407386437412,22.44272017088018,0.1758336998427233,0.0,0.0,0.0,0.002703096579463009,264.9458037418015,622.7222161806819,276.60294861494873,-0.23831668189155064,-0.06097393369469736,0.012441546943019095,-0.28684906864322895,0.0,,-0.28684906864322895,-0.09362455695034815,-0.22947925491458315,-0.1330224193599763
9,9.0,1774.0,0.19100392789,5.7925816,0.044604715,,,,,-0.2856427328299134,277.01467,721.89411,272.95961,0.8294345717529152,26.099594573122772,0.21890275914587765,0.0,0.0,0.0,0.00320356079663611,264.96454870293525,623.9887977830103,276.6083853918559,-0.2379381818617078,-0.060164601412374105,0.012460050444168461,-0.2856427328299134,0.0,,-0.2856427328299134,-0.0977223204518778,-0.22851418626393075,-0.13565196153737316
10,10.0,1775.0,0.21059547420999997,6.278889599999999,0.04953278,,,,,-0.2843717921405001,277.01467,721.89411,272.95961,0.9908637015169178,29.894779365329754,0.26652373686088743,0.0,0.0,0.0,0.0037255572116895266,264.98492653748855,625.3032840646006,276.61439677534383,-0.23752674107345348,-0.05932556041064378,0.012480509343597115,-0.2843717921405001,0.0,,-0.2843717921405001,-0.10137018750029125,-0.2274974337124001,-0.13794708890180285
11,11.0,1776.0,0.23018702053,6.7670743,0.05446118,,,,,-0.2830394133529159,277.01467,721.89411,272.95961,1.165010709294841,33.81698927367965,0.31865721349559906,0.0,0.0,0.0,0.004267296587475151,265.00690979985035,626.6617662994126,276.620977789335,-0.2370829212043934,-0.058459398789982395,0.012502906641459923,-0.2830394133529159,0.0,,-0.2830394133529159,-0.10463367269472536,-0.2264315306823327,-0.1399550515111315
12,12.0,1777.0,0.24977857051999997,7.2571937,0.059389923,,,,,-0.2816485016469322,277.01467,721.89411,272.95961,1.3516596445747546,37.856070960146035,0.37526412183070157,0.0,0.0,0.0,0.004827168020300428,265.0304712297375,628.0607278145369,276.6281235022203,-0.23660728060057618,-0.05756844653030964,0.012527225483953587,-0.2816485016469322,0.0,,-0.2816485016469322,-0.10756457890574721,-0.22531880131754578,-0.1417133034051688
13,13.0,1778.0,0.26937011684,7.7493076,0.064319022,,,,,-0.28020171206650357,277.01467,721.89411,272.95961,1.5506009262412304,42.00289710456461,0.4363057488431278,0.0,0.0,0.0,0.005403722183372137,265.05558437090065,629.4970073048453,276.63582902710255,-0.23610036175634797,-0.05665479947446596,0.012553449164310317,-0.28020171206650357,0.0,,-0.28020171206650357,-0.11020457135646472,-0.22416136965320285,-0.1432520428625188
14,14.0,1779.0,0.28896166315999994,8.2434776,0.069248487,,,,,-0.2787014666285835,277.01467,721.89411,272.95961,1.761633167419714,46.24927056612432,0.5017437296126567,0.0,0.0,0.0,0.005995656207660431,265.0822238014819,630.9677656387189,276.64408952102684,-0.23556268664043367,-0.055720341108492236,0.01258156112034239,-0.2787014666285835,0.0,,-0.2787014666285835,-0.11258766094915565,-0.22296117330286683,-0.1445959795317319
15,15.0,1780.0,0.30855321315,8.7397674,0.07417833,,,,,-0.27714997274898845,277.01467,721.89411,272.95961,1.984563669418217,50.58783796509844,0.571540046281734,0.0,0.0,0.0,0.0066018000015388295,265.11036519636673,632.4704559265319,276.6529001848494,-0.23499475541732964,-0.05476676226581418,0.012611544934155405,-0.27714997274898845,0.0,,-0.27714997274898845,-0.11474197206316838,-0.22171997819919076,-0.14576559384261487
16,16.0,1781.0,0.33181475946999994,9.2382426,0.07910856200000001,,,,,-0.2755398932877877,277.01467,721.89411,272.95961,2.222878353245537,55.01201128836116,0.6456570240243759,0.0,0.0,0.0,0.007221103915105918,265.1404485970872,634.0027963682273,276.6622562627285,-0.23438769856860656,-0.053795579049751706,0.012643384330570578,-0.2755398932877877,0.0,,-0.2755398932877877,-0.11669102813289509,-0.22043191463023018,-0.14677588521712226
17,17.0,1782.0,0.35140630579,9.738970599999998,0.084039195,,,,,-0.27388358028240284,277.01467,721.89411,272.95961,2.472271913798659,59.515896855125774,0.7240573290502792,0.0,0.0,0.0,0.007852627549853074,265.1719305280313,635.5627456501493,276.67215304187283,-0.23375249434792966,-0.052808149110894244,0.012677063176421066,-0.27388358028240284,0.0,,-0.27388358028240284,-0.11845398229650043,-0.21910686422592227,-0.14764331805603276
18,18.0,1783.0,0.37099785578,10.242021000000001,0.08897024099999999,,,,,-0.2721821278649951,277.01467,721.89411,272.95961,2.7328015903957152,64.09423144248649,0.8067039656263634,0.0,0.0,0.0,0.00849552961895893,265.20481821474357,637.1484808217206,276.68258585216546,-0.2330890070266876,-0.05180568631772804,0.012712565479420491,-0.2721821278649951,0.0,,-0.2721821278649951,-0.12004806514505487,-0.2177457022919961,-0.14838037991766784
19,19.0,1784.0,0.3905894021,10.747466000000001,0.093901714,,,,,-0.27043680240043894,277.01467,721.89411,272.95961,3.004405846157464,68.74232488941868,0.8935602751243242,0.0,0.0,0.0,0.00914905882960171,265.23910388918137,638.7583774159752,276.6935500660434,-0.23239740382094157,-0.05078927396739701,0.012749875387899621,-0.27043680240043894,0.0,,-0.27043680240043894,-0.12148798336645364,-0.21634944192035116,-0.14899780634708393
20,20.0,1785.0,0.41018096309999996,11.25538,0.098833627,,,,,-0.26864887222696693,277.01467,721.89411,272.95961,3.2869759055907393,73.45600776273069,0.9845899320765062,0.0,0.0,0.0,0.009812545690031985,265.2747738201861,640.390991323329,276.70504109799975,-0.2316779725706722,-0.049759876845547106,0.01278897718925239,-0.26864887222696693,0.0,,-0.26864887222696693,-0.12278642545221712,-0.21491909778157353,-0.14950490042773046
21,21.0,1786.0,0.42977248739999996,11.765839,0.10376599,,,,,-0.26681954098116967,277.01467,721.89411,272.95961,3.5803862561259154,78.23158340325864,1.0797569382662207,0.0,0.0,0.0,0.01048539503920808,265.31181216381196,642.0450421824755,276.71705440383806,-0.23093104400536496,-0.04871835228334322,0.012829855307538472,-0.26681954098116967,0.0,,-0.26681954098116967,-0.12395442966010739,-0.21345563278493573,-0.1499097785663076
22,22.0,1787.0,0.4493640484,12.278921,0.10869883,,,,,-0.2649499241328237,277.01467,721.89411,272.95961,3.8845077479159755,83.06578493546938,1.1790256368696779,0.0,0.0,0.0,0.011167079201683888,265.3502026169653,643.7193984903902,276.72958548245697,-0.2301569583575966,-0.047665460084917996,0.012872494309690894,-0.2649499241328237,0.0,,-0.2649499241328237,-0.12500166419276718,-0.21195993930625895,-0.1502195639756798
23,23.0,1788.0,0.4689556094,12.794707,0.11363214,,,,,-0.263041044316247,277.01467,721.89411,272.95961,4.199212872867581,87.95573736814043,1.282360675474408,0.0,0.0,0.0,0.011857131850993421,265.38992908379754,645.4130644756599,276.7426298711824,-0.2293560519054379,-0.046601871300574076,0.012916878889765004,-0.263041044316247,0.0,,-0.263041044316247,-0.12593664692120754,-0.21043283545299757,-0.15044054159542664
24,24.0,1789.0,0.4885471337,13.313282000000001,0.11856595,,,,,-0.2610938335285372,277.01467,721.89411,272.95961,4.524377927036582,92.89892430163715,1.3897270404206632,0.0,0.0,0.0,0.012555142599754923,265.4309759486728,647.1251685673392,276.75618315010206,-0.22852865145666684,-0.04552817595568714,0.012962993883816774,-0.2610938335285372,0.0,,-0.2610938335285372,-0.1267669212057655,-0.20887506682282977,-0.15057828343471413
25,25.0,1790.0,0.5081386947,13.834732,0.12350027,,,,,-0.2591091385423783,277.01467,721.89411,272.95961,4.859883890978528,97.8931548034114,1.5010900338429007,0.0,0.0,0.0,0.013260752247338619,265.47332818729814,648.8549519220685,276.770240939168,-0.2276750721002337,-0.04444489070231363,0.013010824260168965,-0.2591091385423783,0.0,,-0.2591091385423783,-0.12749919856300582,-0.20728731083390267,-0.1506377511215659
26,26.0,1791.0,0.531400219,14.359145000000002,0.12843512,,,,,-0.25707839279455236,277.01467,721.89411,272.95961,5.209286448334444,102.93653443571327,1.6164152809117678,0.0,0.0,0.0,0.013973648051547206,265.5174346476172,650.6017583893386,276.78479889911,-0.22678628238950493,-0.04335246552769168,0.013060355122644227,-0.25707839279455236,0.0,,-0.25707839279455236,-0.12813947573289367,-0.2056627142356419,-0.15062121489869065
27,27.0,1792.0,0.5509917799999999,14.886613,0.13337052,,,,,-0.2550127980041803,277.01467,721.89411,272.95961,5.568346499375085,108.02744104038042,1.7356687270128457,0.0,0.0,0.0,0.01469355959299927,265.56276021138314,652.3650261243993,276.79985273108014,-0.22587308031914433,-0.042251289394508215,0.013111571709472258,-0.2550127980041803,0.0,,-0.2550127980041803,-0.1286924105777607,-0.20401023840334426,-0.15053458064717995
28,28.0,1793.0,0.570583341,15.417231,0.13830648,,,,,-0.25291240956793254,277.01467,721.89411,272.95961,5.937184006903798,113.1645018280097,1.8588166249500322,0.0,0.0,0.0,0.015420255318556076,265.60932002197274,654.1442796529491,276.815398175037,-0.22493517339006427,-0.04114169556578105,0.013164459387912749,-0.25291240956793254,0.0,,-0.25291240956793254,-0.12916313023437775,-0.20232992765434604,-0.15038150148616855
29,29.0,1794.0,0.5901748653,15.951096,0.14324301,,,,,-0.2507775429271477,277.01467,721.89411,272.95961,6.315796879083627,118.34657164738192,1.9858255322606766,0.0,0.0,0.0,0.016153539270941673,265.6571138153252,655.939122344613,276.8314310094068,-0.22397257993849365,-0.04002396664186969,0.013219003653215607,-0.2507775429271477,0.0,,-0.2507775429271477,-0.1295561498354015,-0.20062203434171816,-0.15016525634223332
30,30.0,1795.0,0.6097664263,16.488308,0.14818014,,,,,-0.24860859514061318,277.01467,721.89411,272.95961,6.704132767363274,123.57271432282477,2.116662328554178,0.0,0.0,0.0,0.01689324798683573,265.7061349832769,657.7492299490195,276.84794705327226,-0.22298544637260007,-0.03889833890419199,0.013275190136178902,-0.24860859514061318,0.0,,-0.24860859514061318,-0.12987550946460896,-0.19888687611249053,-0.1498888057924946
